id,location_code,holiday_date,holiday_name,holiday_desc,lang_code,is_active,cr_by,cr_dtimes
2000269,RBT,9/28/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000270,RBT,9/29/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000271,RBT,10/5/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000272,RBT,10/6/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000273,RBT,10/12/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000274,RBT,10/13/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000275,RBT,10/19/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000276,RBT,10/20/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000277,RBT,10/26/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000278,RBT,10/27/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000279,RBT,11/2/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000280,RBT,11/3/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000281,RBT,11/9/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000282,RBT,11/10/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000283,RBT,11/16/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000284,RBT,11/17/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000285,RBT,11/23/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000286,RBT,11/24/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000287,RBT,11/30/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000288,RBT,12/1/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000289,RBT,12/7/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000290,RBT,12/8/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000291,RBT,12/14/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000292,RBT,12/15/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000293,RBT,12/21/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000294,RBT,12/22/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000295,RBT,12/28/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000296,RBT,12/29/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000297,RBT,6/22/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000298,RBT,6/23/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000299,RBT,6/29/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000300,RBT,6/30/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000301,RBT,7/6/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000302,RBT,7/7/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000303,RBT,7/13/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000304,RBT,7/14/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000305,RBT,7/20/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000306,RBT,7/21/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000307,RBT,7/27/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000308,RBT,7/28/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000309,RBT,8/3/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000310,RBT,8/4/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000311,RBT,8/10/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000312,RBT,8/11/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000313,RBT,8/17/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000314,RBT,8/18/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000315,RBT,8/24/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000316,RBT,8/25/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000317,RBT,8/31/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000318,RBT,9/1/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000319,RBT,9/7/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000320,RBT,9/8/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000321,RBT,9/14/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000322,RBT,9/15/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000323,RBT,9/21/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000324,RBT,9/22/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000325,RBT,9/28/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000326,RBT,9/29/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000327,RBT,10/5/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000328,RBT,10/6/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000329,RBT,10/12/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000330,RBT,10/13/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000331,RBT,10/19/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000332,RBT,10/20/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000333,RBT,10/26/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000334,RBT,10/27/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000335,RBT,11/2/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000336,RBT,11/3/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000337,RBT,11/9/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000338,RBT,11/10/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000339,RBT,11/16/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000340,RBT,11/17/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000341,RBT,11/23/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000342,RBT,11/24/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000343,RBT,11/30/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000344,RBT,12/1/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000345,RBT,12/7/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000346,RBT,12/8/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000347,RBT,12/14/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000348,RBT,12/15/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000349,RBT,12/21/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000350,RBT,12/22/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000351,RBT,12/28/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000352,RBT,12/29/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000353,RBT,6/22/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000354,RBT,6/23/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000355,RBT,6/29/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000356,RBT,6/30/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000357,RBT,7/6/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000358,RBT,7/7/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000359,RBT,7/13/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000360,RBT,7/14/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000361,RBT,7/20/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000362,RBT,7/21/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000363,RBT,7/27/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000364,RBT,7/28/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000365,RBT,8/3/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000366,RBT,8/4/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000367,RBT,8/10/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000368,RBT,8/11/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000369,RBT,8/17/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000370,RBT,8/18/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000371,RBT,8/24/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000372,RBT,8/25/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000373,RBT,8/31/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000374,RBT,9/1/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000375,RBT,9/7/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000376,RBT,9/8/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000377,RBT,9/14/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000378,RBT,9/15/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000379,RBT,9/21/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000380,RBT,9/22/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000381,RBT,9/28/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000382,RBT,9/29/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000383,RBT,10/5/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000384,RBT,10/6/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000385,RBT,10/12/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000386,RBT,10/13/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000387,RBT,10/19/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000388,RBT,10/20/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000389,RBT,10/26/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000390,RBT,10/27/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000391,RBT,11/2/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000392,RBT,11/3/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000393,RBT,11/9/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000394,RBT,11/10/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000395,RBT,11/16/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000396,RBT,11/17/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000397,RBT,11/23/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000398,RBT,11/24/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000399,RBT,11/30/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000400,RBT,12/1/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000401,RBT,12/7/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000402,RBT,12/8/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000403,RBT,12/14/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000404,RBT,12/15/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000405,RBT,12/21/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000406,RBT,12/22/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000407,RBT,12/28/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000408,RBT,12/29/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
